iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed,
570,0.008378078,0.033326161,0.033446107,0.975543478,0.919254658,0.926140478,5.273266249,
580,0.008343246,0.033348086,0.033746267,0.976319876,0.919254658,0.92903693,5.364327655,
590,0.008527314,0.033362959,0.033655415,0.974767081,0.919254658,0.926140478,5.454332629,
600,0.008449663,0.032848213,0.034315499,0.975543478,0.922360248,0.926864591,5.544655958,
610,0.008502177,0.032841264,0.034282746,0.975543478,0.922360248,0.926864591,5.637861386,
620,0.008290095,0.032782052,0.033837494,0.976319876,0.922360248,0.927588704,5.730003176,
630,0.008255648,0.032739803,0.034074185,0.976319876,0.922360248,0.925416365,5.821223707,
640,0.008252383,0.032758302,0.034110353,0.977484472,0.922360248,0.925416365,5.913412753,
650,0.008249666,0.032804361,0.034084133,0.977484472,0.922360248,0.925416365,6.003456502,
660,0.008449538,0.03283289,0.033677514,0.976708075,0.922360248,0.926864591,6.092857245,
670,0.008215393,0.032843975,0.034374341,0.976708075,0.922360248,0.924692252,6.182719777,
680,0.008215007,0.032794227,0.034315477,0.976319876,0.922360248,0.924692252,6.276233658,
690,0.008250673,0.032806835,0.034273808,0.976319876,0.922360248,0.926864591,6.369360199,
700,0.008195149,0.032790274,0.034274977,0.976708075,0.922360248,0.926864591,6.45835141,
710,0.0081838,0.03279969,0.03429118,0.977096273,0.922360248,0.927588704,6.55131435,
720,0.008178898,0.032801449,0.034082873,0.976708075,0.922360248,0.924692252,6.640627771,
730,0.008339279,0.032809928,0.034391689,0.976319876,0.922360248,0.924692252,6.73243791,
740,0.008159666,0.032851837,0.034388485,0.976708075,0.922360248,0.924692252,6.824749172,
750,0.008160302,0.032851443,0.034360221,0.977484472,0.922360248,0.926140478,6.915119696,
760,0.008156122,0.032853357,0.033928359,0.976708075,0.922360248,0.925416365,7.005554348,
770,0.00815786,0.032826104,0.033924714,0.977096273,0.922360248,0.926864591,7.096660764,
780,0.008114503,0.032835328,0.033737865,0.977484472,0.923913043,0.927588704,7.186873143,
790,0.008115088,0.032811992,0.033649233,0.977872671,0.923913043,0.928312817,7.27710379,
800,0.008114602,0.032853887,0.033874032,0.977872671,0.923913043,0.926864591,7.367633002,
810,0.008178377,0.03289253,0.033610878,0.977484472,0.922360248,0.926864591,7.459151906,
820,0.008118803,0.032949715,0.033498168,0.977484472,0.920807453,0.924692252,7.54865784,
830,0.008041123,0.033018396,0.03350874,0.977484472,0.920807453,0.925416365,7.638840084,
840,0.008032508,0.033045801,0.033701337,0.97826087,0.920807453,0.926864591,7.728380613,
850,0.008019822,0.033077386,0.033715641,0.97826087,0.919254658,0.926140478,7.81970567,
860,0.008015223,0.033099142,0.033822737,0.977872671,0.919254658,0.925416365,7.911448859,
870,0.008005612,0.033064269,0.033846832,0.97826087,0.919254658,0.926864591,8.003132327,
880,0.008000657,0.033095272,0.033875171,0.97826087,0.919254658,0.926864591,8.091845884,
890,0.008079135,0.033123933,0.033913981,0.977872671,0.919254658,0.925416365,8.182853359,
900,0.007995094,0.033131634,0.033903782,0.977872671,0.919254658,0.925416365,8.276258768,
910,0.007994069,0.033145068,0.033820874,0.977872671,0.919254658,0.925416365,8.367913704,
920,0.007999942,0.033175844,0.033309561,0.97826087,0.919254658,0.926140478,8.459194379,
930,0.007987214,0.033173106,0.033010974,0.97826087,0.919254658,0.927588704,8.549929373,
940,0.007986272,0.033206926,0.03303748,0.977484472,0.919254658,0.926864591,8.640378794,
950,0.007976522,0.033211988,0.033064495,0.97826087,0.919254658,0.926864591,8.730030505,
960,0.007974793,0.033216306,0.033067072,0.97826087,0.919254658,0.926864591,8.824771224,
970,0.007965864,0.033209481,0.032837091,0.977872671,0.919254658,0.926864591,8.918077225,
980,0.007952569,0.033236747,0.033122377,0.97826087,0.919254658,0.928312817,9.009251693,
990,0.007943657,0.033259474,0.03310712,0.97826087,0.919254658,0.92903693,9.104332015,
1000,0.007935613,0.033282466,0.0327563,0.97826087,0.919254658,0.927588704,9.194533375,
1010,0.008123775,0.03327379,0.033135276,0.977484472,0.919254658,0.924692252,9.285393983,
1020,0.007930215,0.033992992,0.033458765,0.97826087,0.917701863,0.926864591,9.375263964,
1030,0.007916885,0.033812084,0.033464728,0.977872671,0.917701863,0.925416365,9.469376043,
1040,0.008107646,0.033504549,0.033089256,0.977872671,0.919254658,0.928312817,9.558892837,
1050,0.007907569,0.033343306,0.032959491,0.97826087,0.919254658,0.927588704,9.649603504,
1060,0.00789882,0.033352706,0.032995187,0.97826087,0.919254658,0.927588704,9.739391339,
1070,0.007898384,0.033381499,0.033032066,0.978649068,0.919254658,0.926864591,9.830514033,
1080,0.007880948,0.033400808,0.032353743,0.97826087,0.919254658,0.927588704,9.921820155,
1090,0.007870549,0.033389954,0.032310624,0.978649068,0.919254658,0.928312817,10.01373907,
1100,0.00786769,0.033418368,0.031932163,0.978649068,0.919254658,0.929761043,10.10493206,
1110,0.00786161,0.033430659,0.031951671,0.977872671,0.920807453,0.926864591,10.19991501,
1120,0.007930335,0.033428263,0.031990808,0.977872671,0.920807453,0.928312817,10.29098348,
1130,0.007848548,0.033424768,0.03203436,0.97826087,0.919254658,0.928312817,10.38153969,
1140,0.007981697,0.033378516,0.032015682,0.977872671,0.919254658,0.92903693,10.47269031,
1150,0.007856734,0.032561993,0.031967516,0.978649068,0.920807453,0.929761043,10.56465788,
1160,0.007825915,0.032501124,0.032026899,0.978649068,0.920807453,0.930485156,10.65641431,
1170,0.008469096,0.031715221,0.032380719,0.976708075,0.922360248,0.928312817,10.7471269,
1180,0.007811664,0.032486166,0.032032169,0.978649068,0.920807453,0.92903693,10.84385454,
1190,0.007813997,0.032475297,0.032036426,0.978649068,0.920807453,0.92903693,10.93504045,
1200,0.007816539,0.032437105,0.03200061,0.97826087,0.920807453,0.926864591,11.02436563,
1210,0.007813759,0.031661039,0.031980202,0.978649068,0.923913043,0.92903693,11.11646516,
1220,0.008281104,0.032429001,0.032344188,0.977484472,0.922360248,0.92903693,11.20647593,
1230,0.008006805,0.032395445,0.031638876,0.97826087,0.922360248,0.928312817,11.29648299,
1240,0.007810599,0.032414163,0.031645313,0.978649068,0.922360248,0.930485156,11.38700149,
1250,0.007808578,0.032403837,0.031627633,0.978649068,0.922360248,0.92903693,11.47627743,
1260,0.007802792,0.032390382,0.031558413,0.978649068,0.922360248,0.92903693,11.56696638,
1270,0.007802362,0.032376321,0.031199552,0.978649068,0.922360248,0.929761043,11.65964819,
1280,0.007803574,0.032369729,0.031202591,0.978649068,0.922360248,0.929761043,11.75277562,
1290,0.007803372,0.032362266,0.031173317,0.978649068,0.922360248,0.931209269,11.84340778,
1300,0.007806357,0.03174326,0.031515892,0.978649068,0.923913043,0.92903693,11.93388784,
1310,0.007802793,0.031583216,0.031513392,0.978649068,0.923913043,0.929761043,12.02309991,
1320,0.007802227,0.031575989,0.031524257,0.978649068,0.923913043,0.929761043,12.11381295,
1330,0.007801936,0.031567583,0.031802776,0.978649068,0.923913043,0.930485156,12.20500024,
1340,0.007801328,0.031572804,0.031841479,0.97826087,0.923913043,0.928312817,12.29498034,
1350,0.007797968,0.031562269,0.031827538,0.978649068,0.923913043,0.930485156,12.38567831,
1360,0.007797341,0.031570462,0.031840455,0.978649068,0.923913043,0.92903693,12.48471547,
1370,0.007794051,0.031568126,0.031830225,0.977872671,0.923913043,0.927588704,12.58153126,
1380,0.007990556,0.031564968,0.031839112,0.977484472,0.923913043,0.927588704,12.67071073,
1390,0.007794317,0.031568566,0.03181405,0.97826087,0.923913043,0.931209269,12.76229539,
1400,0.007785601,0.031570224,0.031779203,0.977872671,0.923913043,0.928312817,12.85507986,
1410,0.007786679,0.031576408,0.031762306,0.977872671,0.923913043,0.928312817,12.94534494,
1420,0.007783797,0.031602237,0.031775365,0.977872671,0.923913043,0.928312817,13.03437241,
1430,0.007780152,0.031634892,0.031754421,0.97826087,0.923913043,0.929761043,13.12465929,
1440,0.007773628,0.031713414,0.031720264,0.97826087,0.923913043,0.92903693,13.21699668,
1450,0.007770579,0.031731871,0.031733571,0.97826087,0.923913043,0.930485156,13.30768764,
1460,0.007768413,0.031754783,0.03175664,0.977872671,0.923913043,0.927588704,13.39711622,
1470,0.008349922,0.03173024,0.031759972,0.977096273,0.923913043,0.930485156,13.49109611,
1480,0.007765175,0.031684976,0.031743246,0.97826087,0.925465839,0.930485156,13.58313348,
1490,0.007762726,0.031669431,0.03173859,0.97826087,0.925465839,0.92903693,13.67545883,
1500,0.007759164,0.03165483,0.03177297,0.977872671,0.925465839,0.927588704,13.77106457,
1510,0.007683864,0.031558994,0.031784564,0.978649068,0.925465839,0.930485156,13.86353124,
1520,0.007680164,0.031591429,0.031843824,0.978649068,0.925465839,0.929761043,13.95336677,
1530,0.007683533,0.031632265,0.031906239,0.978649068,0.925465839,0.92903693,14.04436469,
1540,0.007685846,0.03166098,0.031923533,0.979037267,0.925465839,0.92903693,14.13613632,
1550,0.007711624,0.031663758,0.032231841,0.978649068,0.925465839,0.928312817,14.22606978,
1560,0.007692,0.031671282,0.03226328,0.97826087,0.925465839,0.926140478,14.31736911,
1570,0.007687567,0.031618846,0.032265344,0.978649068,0.925465839,0.928312817,14.40892136,
1580,0.00787159,0.031524492,0.032289232,0.97826087,0.925465839,0.929761043,14.49906291,
1590,0.007869467,0.03144005,0.032281115,0.978649068,0.925465839,0.930485156,14.58837463,
1600,0.007670159,0.031466244,0.032288311,0.979037267,0.925465839,0.930485156,14.67916443,
1610,0.007774598,0.031555688,0.032298009,0.978649068,0.925465839,0.930485156,14.76948169,
1620,0.007675525,0.031547185,0.032273862,0.97826087,0.927018634,0.930485156,14.8607529,
1630,0.007869068,0.031532669,0.03223904,0.978649068,0.927018634,0.930485156,14.95354492,
1640,0.007866658,0.031522356,0.032216008,0.97826087,0.927018634,0.930485156,15.0429046,
1650,0.007670339,0.0315094,0.032239485,0.979037267,0.927018634,0.930485156,15.13167513,
1660,0.007669175,0.031516168,0.032603998,0.978649068,0.927018634,0.929761043,15.22019328,
1670,0.007665739,0.031516887,0.032608012,0.979037267,0.927018634,0.929761043,15.31057249,
1680,0.00766392,0.031495092,0.032622037,0.979037267,0.927018634,0.929761043,15.40363513,
1690,0.007664498,0.031528377,0.032631855,0.978649068,0.927018634,0.929761043,15.49523051,
1700,0.007856706,0.031527155,0.032580591,0.97826087,0.927018634,0.929761043,15.59137148,
1710,0.007660747,0.031535764,0.032449102,0.978649068,0.927018634,0.929761043,15.68399833,
1720,0.007659132,0.031538325,0.032334951,0.97826087,0.927018634,0.930485156,15.77291908,
1730,0.007658329,0.032316928,0.03231668,0.979037267,0.925465839,0.930485156,15.87437029,
1740,0.007655762,0.032318719,0.032328043,0.979037267,0.925465839,0.930485156,15.96425942,
1750,0.007655902,0.03230453,0.032326921,0.979037267,0.925465839,0.930485156,16.06043199,
1760,0.007654743,0.032312973,0.032347179,0.979037267,0.925465839,0.929761043,16.15019726,
1770,0.007653907,0.032330112,0.032373008,0.979037267,0.925465839,0.929761043,16.24018134,
1780,0.007653891,0.032327349,0.032371289,0.979037267,0.925465839,0.929761043,16.33121122,
1790,0.007653772,0.032327429,0.032380053,0.979037267,0.925465839,0.929761043,16.42317315,
1800,0.007652738,0.032311621,0.03237775,0.979037267,0.925465839,0.929761043,16.5153376,
1810,0.007654056,0.032306217,0.032376807,0.979037267,0.923913043,0.929761043,16.60593381,
1820,0.007653898,0.032306837,0.032373883,0.979037267,0.923913043,0.929761043,16.69565866,
1830,0.00765225,0.032308539,0.032382838,0.979037267,0.923913043,0.929761043,16.78824346,
1840,0.007647575,0.03230326,0.032404012,0.979037267,0.923913043,0.929761043,16.87982968,
1850,0.007718698,0.032314326,0.032421197,0.978649068,0.923913043,0.929761043,16.97208265,
1860,0.007642357,0.032306371,0.032427864,0.979037267,0.925465839,0.929761043,17.06333777,
1870,0.007641769,0.032286098,0.032427204,0.979037267,0.923913043,0.929761043,17.15705903,
1880,0.007640026,0.032216461,0.032429345,0.979037267,0.925465839,0.929761043,17.2491756,
1890,0.007641129,0.03218246,0.032430909,0.979037267,0.925465839,0.929761043,17.34049835,
1900,0.007640859,0.032155052,0.032421451,0.979037267,0.925465839,0.929761043,17.42995565,
1910,0.007639913,0.032180165,0.032785911,0.979037267,0.925465839,0.92903693,17.52408645,
1920,0.007639567,0.032677353,0.032770571,0.979037267,0.925465839,0.92903693,17.61358334,
1930,0.007637927,0.03215772,0.033145099,0.979037267,0.927018634,0.928312817,17.70873832,
1940,0.007639193,0.033639118,0.03350952,0.979037267,0.923913043,0.927588704,17.79831058,
1950,0.007636463,0.033635319,0.033510381,0.979037267,0.923913043,0.928312817,17.891567,
1960,0.007633779,0.033637063,0.033524083,0.979037267,0.923913043,0.927588704,17.9818386,
1970,0.007629151,0.033635595,0.033529903,0.979037267,0.923913043,0.927588704,18.0737819,
1980,0.007630046,0.033649829,0.033536428,0.979037267,0.922360248,0.927588704,18.16746764,
1990,0.0076332,0.033665708,0.033536713,0.979037267,0.922360248,0.926140478,18.25954621,
2000,0.007634341,0.033657473,0.033536003,0.979037267,0.922360248,0.926140478,18.34932843,
2010,0.007631327,0.033660963,0.033542596,0.979425466,0.922360248,0.927588704,18.44111329,
2020,0.007629068,0.033645925,0.03352806,0.979425466,0.923913043,0.927588704,18.5313484,
2030,0.007626081,0.033650329,0.033519324,0.979425466,0.923913043,0.928312817,18.62203387,
2040,0.007623549,0.033657527,0.033544148,0.979425466,0.923913043,0.927588704,18.71322561,
2050,0.007621729,0.033670281,0.033546846,0.979425466,0.922360248,0.928312817,18.80246451,
2060,0.007621931,0.03365427,0.033479642,0.979425466,0.922360248,0.928312817,18.89567858,
2070,0.00781529,0.033646334,0.033168388,0.978649068,0.922360248,0.928312817,18.98645602,
2080,0.007620174,0.033636203,0.033178674,0.979037267,0.922360248,0.928312817,19.07905676,
2090,0.007617821,0.033630438,0.033178629,0.979425466,0.922360248,0.928312817,19.16985594,
2100,0.007618081,0.033646488,0.033191917,0.979425466,0.922360248,0.928312817,19.25930356,
2110,0.007617588,0.0344354,0.033200873,0.979425466,0.920807453,0.928312817,19.35052518,
2120,0.007617647,0.034431842,0.033186649,0.979813665,0.922360248,0.92903693,19.44007851,
2130,0.007619585,0.034442385,0.033194559,0.979813665,0.922360248,0.928312817,19.53127034,
2140,0.007617024,0.03443996,0.033196223,0.979813665,0.920807453,0.928312817,19.62211699,
2150,0.007616924,0.034432484,0.033190033,0.979425466,0.920807453,0.928312817,19.71418981,
2160,0.007616843,0.034423705,0.033175713,0.979813665,0.922360248,0.928312817,19.80554902,
2170,0.007614574,0.034420401,0.033175759,0.979813665,0.922360248,0.928312817,19.89615605,
2180,0.007607293,0.034423039,0.033160225,0.979813665,0.920807453,0.92903693,19.98699455,
2190,0.007589815,0.034424506,0.03310436,0.980201863,0.922360248,0.92903693,20.07867154,
2200,0.007600802,0.034447956,0.033159305,0.979813665,0.920807453,0.928312817,20.16993632,
2210,0.007600055,0.034450165,0.03315624,0.979813665,0.920807453,0.92903693,20.26257405,
2220,0.00759829,0.034450604,0.033164177,0.980201863,0.920807453,0.92903693,20.35187431,
2230,0.007599516,0.033678594,0.033169571,0.979813665,0.922360248,0.92903693,20.44186019,
2240,0.00759941,0.03368626,0.033166683,0.979813665,0.922360248,0.92903693,20.53070917,
2250,0.007597836,0.033691986,0.033527339,0.979813665,0.922360248,0.928312817,20.62334336,
2260,0.007791723,0.033691496,0.033528725,0.979813665,0.922360248,0.928312817,20.71452601,
2270,0.007597286,0.033693783,0.033528345,0.980201863,0.922360248,0.928312817,20.80476027,
2280,0.007598057,0.033695721,0.033529657,0.980201863,0.922360248,0.928312817,20.89933383,
2290,0.007597225,0.033695431,0.033530255,0.980201863,0.922360248,0.928312817,20.99039095,
2300,0.007598462,0.032922218,0.03353174,0.980201863,0.923913043,0.928312817,21.08047072,
2310,0.007599076,0.032927123,0.033529856,0.980201863,0.923913043,0.928312817,21.17270645,
2320,0.007598863,0.032925692,0.033530927,0.980201863,0.923913043,0.928312817,21.26145213,
2330,0.00759855,0.032929732,0.033531058,0.980201863,0.923913043,0.928312817,21.35314426,
2340,0.007598402,0.03293117,0.033532062,0.980201863,0.923913043,0.928312817,21.44453042,
2350,0.007598132,0.032931877,0.033534314,0.980201863,0.923913043,0.928312817,21.53533659,
2360,0.007598453,0.032935625,0.033533987,0.980201863,0.923913043,0.928312817,21.62654302,
2370,0.007598279,0.032936384,0.033898538,0.980201863,0.923913043,0.927588704,21.71720367,
2380,0.007598242,0.032938419,0.033535366,0.980201863,0.923913043,0.928312817,21.80857534,
2390,0.007598175,0.032941226,0.033534961,0.980201863,0.923913043,0.928312817,21.89961094,
2400,0.007597228,0.032936377,0.033888643,0.980201863,0.923913043,0.927588704,21.99133575,
2410,0.007597258,0.032938016,0.033527944,0.980201863,0.923913043,0.928312817,22.08083139,
2420,0.00759672,0.032932094,0.033891871,0.980201863,0.923913043,0.927588704,22.17163901,
2430,0.007596747,0.032929258,0.033168274,0.980201863,0.923913043,0.92903693,22.26430415,
2440,0.007596273,0.032895336,0.033527636,0.980201863,0.923913043,0.928312817,22.3540511,
2450,0.007594752,0.032889946,0.033534006,0.980201863,0.923913043,0.928312817,22.44623951,
2460,0.007595209,0.032885072,0.03354125,0.980201863,0.923913043,0.928312817,22.53738494,
2470,0.007594899,0.032824652,0.033537208,0.980201863,0.923913043,0.928312817,22.629667,
2480,0.007593932,0.032626129,0.033897714,0.980201863,0.923913043,0.927588704,22.71954136,
2490,0.007824139,0.032475487,0.034113555,0.979425466,0.923913043,0.926864591,22.81090698,
2500,0.007593995,0.03231897,0.033893723,0.980201863,0.925465839,0.927588704,22.90350385,
2510,0.007594056,0.032242095,0.033897576,0.980201863,0.925465839,0.927588704,22.99365074,
2520,0.007593866,0.032186089,0.033899151,0.980201863,0.925465839,0.927588704,23.08447073,
2530,0.007593578,0.032175088,0.033898917,0.980201863,0.925465839,0.927588704,23.17618426,
2540,0.007593426,0.032174996,0.033534338,0.980201863,0.925465839,0.928312817,23.26541066,
2550,0.007592941,0.032180922,0.033537284,0.980201863,0.925465839,0.928312817,23.35724086,
2560,0.007592733,0.032179852,0.033534929,0.980201863,0.925465839,0.928312817,23.45010852,
2570,0.007592417,0.032176401,0.033887027,0.980201863,0.925465839,0.927588704,23.54063294,
2580,0.007592065,0.03217822,0.033890882,0.980201863,0.925465839,0.927588704,23.62996259,
2590,0.007591628,0.032173459,0.033526041,0.980201863,0.925465839,0.928312817,23.72244238,
2600,0.00759167,0.03217621,0.033524165,0.980201863,0.925465839,0.928312817,23.81186619,
2610,0.007525017,0.032181199,0.033525282,0.980590062,0.925465839,0.928312817,23.90260318,
2620,0.007519307,0.032183298,0.033527877,0.980590062,0.925465839,0.928312817,23.99474941,
2630,0.007518854,0.032171381,0.033503939,0.980590062,0.925465839,0.928312817,24.08538537,
2640,0.007515352,0.032161134,0.03386753,0.980590062,0.925465839,0.927588704,24.17668541,
2650,0.007511891,0.03215025,0.033473263,0.980201863,0.925465839,0.92903693,24.2678603,
2660,0.007505784,0.032142693,0.033435855,0.979813665,0.925465839,0.928312817,24.35737739,
2670,0.007504427,0.032166088,0.033448121,0.979425466,0.925465839,0.926140478,24.45336612,
2680,0.007495573,0.032181301,0.03349598,0.979425466,0.925465839,0.925416365,24.54951249,
2690,0.00748927,0.032179973,0.033497882,0.979425466,0.925465839,0.925416365,24.64228998,
2700,0.007490383,0.032187887,0.033508895,0.979425466,0.925465839,0.925416365,24.73359869,
2710,0.007487125,0.032187324,0.033539742,0.979037267,0.925465839,0.925416365,24.82483309,
2720,0.007485169,0.032205547,0.033605192,0.978649068,0.925465839,0.925416365,24.9150775,
2730,0.007481164,0.032261409,0.03360965,0.979037267,0.925465839,0.925416365,25.00467129,
2740,0.007478104,0.032971538,0.033609617,0.979037267,0.923913043,0.925416365,25.09516324,
2750,0.007477946,0.03375592,0.033260218,0.979037267,0.922360248,0.926140478,25.18672257,
2760,0.007477302,0.033842197,0.032895759,0.979037267,0.922360248,0.927588704,25.2792018,
2770,0.00747661,0.033958658,0.033254163,0.979037267,0.922360248,0.926864591,25.36928988,
2780,0.007476693,0.034030672,0.033248283,0.979037267,0.920807453,0.926864591,25.45931288,
2790,0.007475964,0.034069527,0.032889226,0.979037267,0.920807453,0.927588704,25.55071309,
2800,0.007475764,0.034082679,0.032894209,0.979037267,0.920807453,0.927588704,25.64680558,
2810,0.007669228,0.034100815,0.032892618,0.978649068,0.920807453,0.927588704,25.74597356,
2820,0.007475289,0.03412257,0.032888047,0.979037267,0.920807453,0.927588704,25.83653995,
2830,0.007475021,0.034153496,0.032895769,0.979037267,0.920807453,0.927588704,25.92831753,
2840,0.007475302,0.034170148,0.032893594,0.979037267,0.920807453,0.927588704,26.01883596,
2850,0.007474854,0.034179628,0.032887572,0.979037267,0.920807453,0.927588704,26.10867369,
2860,0.007474186,0.034199513,0.032883682,0.979037267,0.920807453,0.927588704,26.20137445,
2870,0.007473784,0.034209011,0.032880813,0.979037267,0.920807453,0.927588704,26.29244851,
2880,0.007473356,0.034218311,0.032886274,0.979037267,0.920807453,0.927588704,26.38336267,
2890,0.007473705,0.034240885,0.032885671,0.979037267,0.920807453,0.927588704,26.47508382,
2900,0.007473547,0.034255117,0.032886011,0.979037267,0.920807453,0.926864591,26.57075595,
2910,0.007473673,0.03425307,0.032882788,0.979037267,0.920807453,0.926864591,26.66344105,
2920,0.007473729,0.034249977,0.032882648,0.979037267,0.920807453,0.927588704,26.7523016,
2930,0.007473417,0.034248618,0.032881408,0.979037267,0.920807453,0.927588704,26.84425814,
2940,0.007473238,0.034251778,0.033245239,0.979037267,0.920807453,0.926864591,26.93494895,
2950,0.007472904,0.034277249,0.033247064,0.979037267,0.920807453,0.926864591,27.02421677,
2960,0.007472308,0.034296302,0.033244723,0.979037267,0.920807453,0.926864591,27.11350796,
2970,0.007472115,0.034329228,0.033247452,0.979037267,0.920807453,0.926864591,27.20567463,
2980,0.008636587,0.035139143,0.033608402,0.976708075,0.919254658,0.925416365,27.29631361,
2990,0.007472393,0.03517007,0.03324012,0.979037267,0.919254658,0.926140478,27.38730186,
3000,0.007473149,0.035183893,0.033237467,0.979037267,0.919254658,0.926140478,27.47760294,
3010,0.00747262,0.035222044,0.03324157,0.979037267,0.919254658,0.926140478,27.5678678,
3020,0.007471828,0.035274826,0.033247346,0.979037267,0.919254658,0.926140478,27.66438844,
3030,0.007470752,0.035291744,0.033261612,0.979037267,0.919254658,0.926140478,27.75706931,
