iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.198655023579,0.197197233111,0.198886807395,0.596661490683,0.596273291925,0.595944967415,0.005231937
100,0.197373996202,0.195601416829,0.197171590971,0.60248447205,0.597826086957,0.604634322954,0.375756524
200,0.179045918184,0.177968466061,0.177855974378,0.606366459627,0.604037267081,0.606806661839,0.681635903
300,0.174779093467,0.173513531354,0.172931145667,0.596273291925,0.600931677019,0.595944967415,0.983112214
400,0.155710310019,0.145712018463,0.153258957595,0.566770186335,0.596273291925,0.574945691528,1.282251044
500,0.152716439025,0.14310661936,0.150433285227,0.581133540373,0.614906832298,0.586531498914,1.590238021
600,0.144187610303,0.137361679685,0.144054645439,0.621894409938,0.658385093168,0.61622013034,1.89039151
700,0.141149577371,0.134710669703,0.141120090896,0.632375776398,0.670807453416,0.628530050688,2.187566697
800,0.12912836414,0.122298747244,0.125400054605,0.651785714286,0.675465838509,0.663287472846,2.497663631
900,0.124333976022,0.117887649778,0.120458558173,0.675077639752,0.698757763975,0.682114409848,2.803589657
1000,0.121804366938,0.116043127399,0.11815524212,0.683229813665,0.700310559006,0.690803765387,3.105467994
1100,0.115571890428,0.108890328933,0.112288090572,0.703804347826,0.748447204969,0.716147719044,3.405604421
1200,0.108371511076,0.105259658591,0.108814574432,0.710791925466,0.739130434783,0.708182476466,3.705896307
1300,0.0981358291491,0.096551740341,0.0990167286863,0.749611801242,0.762422360248,0.739319333816,4.015502783
1400,0.0956796481314,0.0942053393881,0.0968130091265,0.75698757764,0.762422360248,0.742215785663,4.328126308
1500,0.0935692450995,0.092012982711,0.0945150594185,0.762034161491,0.768633540373,0.751629254164,4.630590343
1600,0.0926470944613,0.0908651219892,0.0938152968914,0.763586956522,0.770186335404,0.756698044895,4.934964185
1700,0.0918990728915,0.0900297339806,0.0929652623227,0.764751552795,0.773291925466,0.760318609703,5.247370707
1800,0.0900699267025,0.0883175316483,0.0912169771798,0.770962732919,0.787267080745,0.770456191166,5.564242436
1900,0.0872607033568,0.0858488149127,0.0877397018184,0.777562111801,0.795031055901,0.778421433744,5.872756488
2000,0.0862318398588,0.0840454524294,0.085972508,0.781444099379,0.79347826087,0.772628530051,6.17746464
2100,0.0827566604304,0.0812156598686,0.0821122195714,0.78998447205,0.799689440994,0.783490224475,6.481378322
2200,0.0715457829341,0.0709599552406,0.069430460066,0.810170807453,0.824534161491,0.824764663287,6.78473521
2300,0.0696499362299,0.0696180399503,0.0680547523025,0.815217391304,0.832298136646,0.831281679942,7.104609631
2400,0.0678274632195,0.068095254753,0.0666021400287,0.828804347826,0.840062111801,0.839971035482,7.425912719
2500,0.0669383555491,0.0680129692958,0.0655989502499,0.830357142857,0.835403726708,0.844315713251,7.735252743
2600,0.0659407757681,0.0670860339725,0.0650292455419,0.833074534161,0.836956521739,0.842867487328,8.044124369
2700,0.0625746521292,0.0645915030224,0.0607019838646,0.840062111801,0.850931677019,0.851556842867,8.357820524
2800,0.060261712461,0.0624870744737,0.0580878714663,0.841614906832,0.843167701863,0.847212165098,8.664082824
2900,0.0571853422822,0.0583743884571,0.0556709228598,0.851708074534,0.85248447205,0.853005068791,8.977190903
